JobTitle,BasePay,Overtimepay
CUSTODIAN,48472.4,640.7
CUSTODIAN,48472.42,3632.08
CUSTODIAN,48472.46,1536.25
CUSTODIAN,48472.41,4204.63
CUSTODIAN,48461.5,1743.49
CUSTODIAN,41179.64,5241.41
CUSTODIAN,48472.42,157.28
CUSTODIAN,45777.49,188.72
CUSTODIAN,35190.42,363.15
CUSTODIAN,32856.53,1286.52
CUSTODIAN,20526.83,1023.66
CUSTODIAN,48461.5,1869.77
CUSTODIAN,48472.43,2109.85
CUSTODIAN,48472.45,1221.68
CUSTODIAN,48461.5,1988.7
CUSTODIAN,48472.4,832.65
CUSTODIAN,44978.56,302.12
CUSTODIAN,41893.64,1066.9
CUSTODIAN,40852.21,1282.82
CUSTODIAN,31492.48,1066.86
CUSTODIAN,48472.4,622.06
CUSTODIAN,48472.39,916.57
CUSTODIAN,48472.45,907.11
CUSTODIAN,46706.8,578.1
CUSTODIAN,31491.72,1594.73
CUSTODIAN,8786.4,784.5
CUSTODIAN,48269.03,10602.43
CUSTODIAN,48461.5,915.92
CUSTODIAN,48461.5,1570.46
CUSTODIAN,48472.4,2297.1
CUSTODIAN,48472.4,291.45
CUSTODIAN,47739.4,1939.92
CUSTODIAN,25949.95,5136.55
CUSTODIAN,48472.4,6677.13
CUSTODIAN,48472.4,2506.88
CUSTODIAN,48472.45,2461.02
CUSTODIAN,47759.0,1385.91
CUSTODIAN,33579.02,72.26
CUSTODIAN,17468.0,1048.08
CUSTODIAN,48466.38,897.31
CUSTODIAN,48466.38,1515.1
CUSTODIAN,48461.56,3159.22
CUSTODIAN,48472.4,2253.6
CUSTODIAN,47179.94,3846.92
CUSTODIAN,48472.4,1422.75
CUSTODIAN,48461.5,580.5
CUSTODIAN,48460.94,1619.61
CUSTODIAN,32907.63,224.25
CUSTODIAN,48472.41,1187.04
CUSTODIAN,47745.4,361.32
CUSTODIAN,32892.01,549.78
CUSTODIAN,28337.79,1086.69
CUSTODIAN,48472.4,2761.92
CUSTODIAN,48257.42,2760.4
CUSTODIAN,48472.44,2775.59
CUSTODIAN,48461.54,2425.06
CUSTODIAN,48472.45,1814.22
CUSTODIAN,48461.5,1514.46
CUSTODIAN,45973.85,1395.65
CUSTODIAN,46522.09,2066.88
CUSTODIAN,46111.9,793.35
CUSTODIAN,42952.8,1323.32
CUSTODIAN,25254.28,277.22
CUSTODIAN,29910.86,824.67
CUSTODIAN,48461.53,2146.45
CUSTODIAN,48472.4,883.02
CUSTODIAN,38955.53,814.01
CUSTODIAN,32907.58,1561.41
CUSTODIAN,32899.73,549.78
CUSTODIAN,48461.5,7817.38
CUSTODIAN,48472.42,1820.14
CUSTODIAN,46543.04,1536.25
CUSTODIAN,48472.4,1480.71
CUSTODIAN,48461.5,1168.26
CUSTODIAN,46248.62,274.5
CUSTODIAN,38837.44,592.54
CUSTODIAN,41051.78,1078.91
CUSTODIAN,39332.8,1187.06
CUSTODIAN,48472.4,2826.58
CUSTODIAN,48472.45,2757.29
CUSTODIAN,48472.45,3053.56
CUSTODIAN,48472.4,474.57
CUSTODIAN,48351.97,304.95
CUSTODIAN,41241.14,2166.61
CUSTODIAN,41894.82,499.8
CUSTODIAN,41043.78,374.86
CUSTODIAN,36847.52,549.0
CUSTODIAN,48472.45,1536.25
CUSTODIAN,48285.33,299.31
CUSTODIAN,46046.29,1853.97
CUSTODIAN,48461.5,816.3
CUSTODIAN,45087.87,1122.3
CUSTODIAN,39294.58,724.05
CUSTODIAN,48461.5,1582.46
CUSTODIAN,45773.13,605.54
CUSTODIAN,48472.4,1105.35
CUSTODIAN,48472.4,634.37
CUSTODIAN,48461.5,163.94
CUSTODIAN,45347.77,641.31
CUSTODIAN,43727.17,1954.8
CUSTODIAN,32672.95,1001.46
CUSTODIAN,17001.33,491.28
CUSTODIAN,48461.53,7647.53
CUSTODIAN,48472.4,916.57
CUSTODIAN,47560.24,1624.24
CUSTODIAN,48461.5,2167.24
CUSTODIAN,48472.46,1536.25
CUSTODIAN,48472.46,943.71
CUSTODIAN,48472.4,2450.24
CUSTODIAN,46111.95,1680.6
CUSTODIAN,48472.4,289.05
CUSTODIAN,41000.17,2085.62
CUSTODIAN,41958.02,499.8
CUSTODIAN,40284.24,824.67
CUSTODIAN,31515.22,1635.81
CUSTODIAN,25907.56,5255.24
CUSTODIAN,48472.41,7079.77
CUSTODIAN,48466.73,3059.32
CUSTODIAN,48472.4,2487.68
CUSTODIAN,48472.41,3492.89
CUSTODIAN,47750.3,3303.26
CUSTODIAN,48472.4,2537.7
CUSTODIAN,46893.71,1536.25
CUSTODIAN,45371.24,1564.47
CUSTODIAN,33706.49,3946.74
CUSTODIAN,29949.91,262.02
CUSTODIAN,48472.4,2807.94
CUSTODIAN,48461.53,2424.42
CUSTODIAN,48472.4,1423.35
CUSTODIAN,46565.2,1176.57
CUSTODIAN,48472.41,192.7
CUSTODIAN,41155.49,1310.31
CUSTODIAN,37544.16,824.67
CUSTODIAN,39421.71,1381.65
CUSTODIAN,48472.45,3053.56
CUSTODIAN,48472.45,1257.64
CUSTODIAN,31484.7,536.91
CUSTODIAN,48461.54,2146.45
CUSTODIAN,48461.5,1852.43
CUSTODIAN,48472.4,4283.15
CUSTODIAN,48472.48,489.44
CUSTODIAN,29948.04,782.93
CUSTODIAN,25758.8,549.0
CUSTODIAN,48472.41,2205.17
CUSTODIAN,48461.54,1831.88
CUSTODIAN,48472.4,961.05
CUSTODIAN,48472.4,3236.2
CUSTODIAN,48461.53,1535.61
CUSTODIAN,48472.4,2829.15
